,Posted On,"Bedrooms, Halls, Kitchens",Rental Price,Size (ft2),Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Number of Bathrooms,Point of Contact
1408,2022-07-06,2,50000,600,Carpet Area,"K Raheja Maple Leaf, Powai",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
1409,2022-07-04,2,29000,670,Carpet Area,Amar Nagar,Mumbai,Unfurnished,Family,2,Contact Owner
1410,2022-07-06,2,45000,650,Carpet Area,Chandivali,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
1411,2022-06-02,1,6500,422,Carpet Area,Nalasopara West,Mumbai,Semi-Furnished,Family,2,Contact Agent
1412,2022-06-12,2,55000,955,Carpet Area,"MJ Shah Centrio, Chembur",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
1414,2022-05-08,1,18500,300,Carpet Area,JL Tambe Nagar,Mumbai,Unfurnished,Bachelors,1,Contact Owner
1415,2022-06-30,2,50000,900,Carpet Area,"Dheeraj Valley Tower, Goregaon East",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner
1416,2022-06-28,2,45000,785,Carpet Area,Chakala,Mumbai,Unfurnished,Bachelors,2,Contact Agent
1419,2022-06-27,1,25000,400,Carpet Area,Worli,Mumbai,Unfurnished,Bachelors,1,Contact Agent
1422,2022-06-27,1,20000,625,Super Area,Dahisar East,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Owner
1423,2022-06-23,2,30000,720,Carpet Area,"Samarth Garden, Bhandup West",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
1427,2022-06-30,2,32000,700,Carpet Area,"MUKTA MAHEK, Thakur Complex",Mumbai,Furnished,Bachelors/Family,2,Contact Agent
1428,2022-06-23,1,22000,377,Super Area,"Srishti Elegance, Bhandup West",Mumbai,Unfurnished,Bachelors/Family,2,Contact Owner
1429,2022-06-04,2,35000,650,Carpet Area,Thakur Complex,Mumbai,Semi-Furnished,Family,2,Contact Agent
1430,2022-05-31,2,47000,650,Carpet Area,"117 Residency, Chembur East",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
1432,2022-06-08,2,31000,700,Super Area,"Sai Aasha Daya, Mulund East",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner
1433,2022-05-12,1,60000,430,Carpet Area,Bandra West,Mumbai,Furnished,Bachelors/Family,1,Contact Agent
1434,2022-06-16,2,58000,650,Carpet Area,"L&T Emerald Isle, Powai",Mumbai,Unfurnished,Family,2,Contact Agent
1436,2022-07-09,2,45000,965,Super Area,Bhakti Park,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
1437,2022-07-02,1,7500,630,Super Area,"Sumit Greendale, Chikhal Dongari",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
1442,2022-06-17,3,66000,1100,Carpet Area,"Shapoorji Pallonji Vicinia, Chandivali",Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent
1443,2022-07-09,1,45000,450,Carpet Area,Mahim West,Mumbai,Semi-Furnished,Bachelors,1,Contact Agent
1444,2022-07-04,1,22000,500,Super Area,"Madhugiri Society, Chembur",Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner
1445,2022-07-09,3,65000,1100,Carpet Area,"Raheja Heights, Malad East",Mumbai,Semi-Furnished,Bachelors,3,Contact Agent
1446,2022-05-25,3,55000,868,Carpet Area,"Orchid Suburbia, Bander Pakhadi",Mumbai,Unfurnished,Family,3,Contact Agent
1447,2022-06-18,2,55000,750,Carpet Area,"Omkar Meridia, Bandra Kurla Complex",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
1448,2022-04-28,1,36000,540,Super Area,in Mahim West,Mumbai,Unfurnished,Bachelors/Family,2,Contact Owner
1450,2022-07-06,1,22000,450,Carpet Area,Charkop Sector 6,Mumbai,Semi-Furnished,Family,2,Contact Agent
1452,2022-04-28,1,34000,560,Super Area,Serenity Complex,Mumbai,Semi-Furnished,Bachelors,2,Contact Owner
1453,2022-06-02,1,45000,500,Carpet Area,"Irla, Vile Parle West",Mumbai,Unfurnished,Bachelors,1,Contact Agent
1454,2022-05-23,1,14000,305,Carpet Area,Kandivali West,Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent
1456,2022-06-04,1,7000,480,Carpet Area,Taloja Phase 2,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner
1457,2022-05-31,2,55000,720,Carpet Area,"diamond garden, Chembur East",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
1458,2022-07-09,2,55000,950,Carpet Area,"Valentine Apartments, Gokuldham",Mumbai,Semi-Furnished,Family,2,Contact Agent
1461,2022-06-23,2,42000,774,Carpet Area,"Lokhandwala Octacrest, Lokhandwala Twp",Mumbai,Semi-Furnished,Family,2,Contact Agent
1462,2022-06-23,1,27000,450,Super Area,Andheri West,Mumbai,Unfurnished,Family,1,Contact Agent
1463,2022-06-09,3,60000,1000,Carpet Area,Malad West,Mumbai,Semi-Furnished,Bachelors,3,Contact Agent
1464,2022-06-23,1,17000,340,Super Area,Goregaon East,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Owner
1465,2022-05-26,1,30000,430,Carpet Area,"Sindhi Society, Chembur",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
1466,2022-05-31,2,45000,722,Carpet Area,"Alpine Apartments, Chembur East",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
1468,2022-04-28,1,25000,641,Super Area,Borivali West,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner
1472,2022-05-04,2,20000,700,Super Area,"Man Opus, Mira Road",Mumbai,Unfurnished,Family,2,Contact Owner
1473,2022-06-15,1,35000,420,Super Area,in Andheri West,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Owner
1475,2022-05-13,2,54500,758,Carpet Area,"L&T Emerald Isle, Chandivali",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
1477,2022-06-20,1,45000,480,Carpet Area,Seven Bungalows,Mumbai,Furnished,Bachelors/Family,2,Contact Agent
1478,2022-06-17,1,38000,550,Carpet Area,Sion East,Mumbai,Unfurnished,Bachelors,2,Contact Agent
1480,2022-05-27,1,22000,400,Super Area,Bhoiwada,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner
1483,2022-06-20,1,50000,400,Carpet Area,"Hiranandani Regent Hill, Hiranandani Gardens",Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Agent
1486,2022-05-27,2,40000,800,Super Area,in Borivali West,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner
1487,2022-07-07,2,32000,590,Carpet Area,"Saaga Mrunali CHS, Shantivan",Mumbai,Unfurnished,Family,2,Contact Agent
1490,2022-07-06,2,45000,670,Carpet Area,Chembur,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
1491,2022-06-09,2,65000,960,Carpet Area,"Dosti Ambrosia, Wadala East",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
1492,2022-06-21,2,65000,1500,Super Area,in Sion,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Owner
1493,2022-06-08,1,35000,500,Super Area,Ghatkopar West,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Owner
1497,2022-06-23,2,10500,800,Super Area,Nagappa Reddy layout-Dooravani Nagar,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
1498,2022-07-04,2,13000,1000,Super Area,"Kattigenahalli, Bellary Road",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
1499,2022-06-04,2,17000,1040,Super Area,C V Raman Nagar,Bangalore,Furnished,Bachelors/Family,2,Contact Owner
1500,2022-06-04,3,21000,1403,Super Area,"Chikkalasandra, Bangalore",Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner
1501,2022-06-04,2,10000,600,Super Area,Talaghattapura,Bangalore,Furnished,Bachelors/Family,1,Contact Owner
1502,2022-07-09,4,61500,2608,Carpet Area,Malleshwaram,Bangalore,Semi-Furnished,Bachelors,3,Contact Agent
1503,2022-05-11,2,13000,850,Carpet Area,"Ramaiah Layout, Kacharakanahalli",Bangalore,Semi-Furnished,Family,2,Contact Agent
1504,2022-06-04,1,7500,400,Super Area,Rajajinagar,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
1505,2022-06-04,2,17000,1000,Super Area,Padmanabha Nagar,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
1506,2022-06-23,3,25000,1350,Carpet Area,Kengeri Main Road,Bangalore,Semi-Furnished,Bachelors,3,Contact Owner
1507,2022-05-10,2,10500,800,Carpet Area,Ramamurthy Nagar,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
1508,2022-05-04,1,8000,350,Super Area,Thanisandra,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
1509,2022-05-10,1,9500,900,Super Area,J P Nagar,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
1510,2022-07-06,3,50000,2000,Carpet Area,Bannerghatta Main Road,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Agent
1511,2022-05-09,2,13000,700,Super Area,"Vinayakanagar, Hebbal",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
1512,2022-05-20,1,13500,600,Super Area,venkatapuram,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
1513,2022-06-16,2,13000,700,Carpet Area,"Vv Nagar, Bikasipura",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
1514,2022-06-02,1,15000,600,Super Area,C V Raman Nagar,Bangalore,Semi-Furnished,Bachelors,1,Contact Agent
1515,2022-05-10,2,15000,1400,Super Area,Ramamurthy Nagar,Bangalore,Furnished,Bachelors/Family,3,Contact Owner
1516,2022-05-10,1,7000,600,Super Area,Kacharakanahalli,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
1517,2022-05-10,2,25000,770,Super Area,Tumkur Road,Bangalore,Furnished,Bachelors/Family,2,Contact Owner
1518,2022-06-25,2,17000,900,Carpet Area,Babusahib Palya,Bangalore,Semi-Furnished,Family,2,Contact Owner
1519,2022-06-23,1,7500,500,Super Area,"Kumaraswamy Layout, Kumaraswamy Layout",Bangalore,Furnished,Bachelors/Family,1,Contact Owner
1520,2022-05-27,2,15000,1100,Super Area,Nri Layout,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
1521,2022-06-27,1,7500,500,Super Area,"Balaji Layout -Hongasandra, Hongasandra",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
1522,2022-04-28,3,25000,1260,Super Area,Vijaya Bank Layout,Bangalore,Furnished,Bachelors/Family,3,Contact Owner
1523,2022-06-30,3,54000,1750,Carpet Area,"Jaya Nagar Block 1, Jayanagar",Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Agent
1524,2022-05-24,1,14500,600,Carpet Area,Maruthi Sevanagar,Bangalore,Semi-Furnished,Bachelors,1,Contact Agent
1525,2022-06-20,1,4500,450,Super Area,Nelamangala,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
1526,2022-06-27,2,10500,800,Super Area,Yelahanka New Town,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
1527,2022-05-27,1,5500,400,Super Area,Hongasandra,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
1528,2022-06-13,2,16000,600,Carpet Area,Girinagar,Bangalore,Unfurnished,Bachelors,2,Contact Owner
1529,2022-06-04,1,7000,400,Super Area,T Dasarahalli,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
1530,2022-06-20,2,12500,900,Super Area,Ramamurthy Nagar,Bangalore,Furnished,Bachelors/Family,2,Contact Owner
1531,2022-06-08,2,10000,1200,Super Area,Jogupalya,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
1532,2022-05-04,2,18000,1045,Carpet Area,Maruthi Sevanagar,Bangalore,Semi-Furnished,Bachelors,2,Contact Owner
1533,2022-05-02,3,28000,1021,Carpet Area,"Balaji Gardens Layout, Gottigere",Bangalore,Furnished,Bachelors,3,Contact Owner
1534,2022-06-17,3,12000,1200,Super Area,in Bannerghatta Road,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
1535,2022-05-23,2,13000,1000,Carpet Area,"Electronic City Phase 2, Electronic City",Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
1536,2022-05-18,2,50000,1280,Carpet Area,Hebbal,Bangalore,Furnished,Bachelors/Family,2,Contact Agent
1537,2022-06-21,1,7000,450,Carpet Area,Jalahalli East,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
1538,2022-06-14,2,30000,450,Super Area,"Garebhavipalya, Hongasandra, Hosur Road",Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
1539,2022-06-08,1,10000,600,Super Area,Btm Layout Stage 4,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
1540,2022-05-04,2,15000,800,Super Area,Konanakunte,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
1541,2022-06-04,1,7500,500,Super Area,Basaveshwar Nagar,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
1542,2022-07-06,3,45000,1680,Super Area,"Jp Nagar Phase 7, J P Nagar",Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Agent
1543,2022-07-06,3,65000,2000,Carpet Area,Hebbal,Bangalore,Semi-Furnished,Bachelors,3,Contact Agent
1544,2022-07-06,1,12000,500,Carpet Area,Koramangala Block 4,Bangalore,Semi-Furnished,Bachelors,1,Contact Agent
1545,2022-07-06,1,7000,500,Carpet Area,"Aecs Layout-Singasandra, Singasandra, Hosur Road",Bangalore,Semi-Furnished,Bachelors,1,Contact Owner
1546,2022-06-20,1,9000,800,Super Area,Mahadevapura,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
1547,2022-06-20,2,23000,1100,Super Area,Banaswadi,Bangalore,Semi-Furnished,Family,2,Contact Owner
1548,2022-06-20,2,30000,1200,Super Area,"Kalasipalyam, Kalasipalyam",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
1549,2022-05-27,1,8000,500,Carpet Area,"Tilak Nagar, Jayanagar, bannerghatta main Road",Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
1550,2022-06-12,2,16000,1155,Super Area,K R Puram,Bangalore,Semi-Furnished,Family,2,Contact Owner
1551,2022-06-21,1,7500,440,Super Area,Electronic City,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
1552,2022-05-18,2,20000,1040,Carpet Area,Sarjapur Road,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Agent
1554,2022-07-07,3,30000,1200,Super Area,Nagondanahalli,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
1555,2022-06-30,3,20000,1600,Super Area,"Isro Layout, Kumaraswamy Layout",Bangalore,Semi-Furnished,Family,3,Contact Agent
1557,2022-06-08,2,17000,1000,Super Area,JAR Shikara,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
1558,2022-07-04,2,15000,1200,Super Area,Medahalli,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
1559,2022-05-26,1,6000,400,Super Area,"Electronic City Phase 2, Electronic City",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
1560,2022-06-16,2,16000,950,Carpet Area,Ramamurthy Nagar,Bangalore,Furnished,Bachelors/Family,3,Contact Owner
1561,2022-06-07,2,9500,530,Carpet Area,Byatarayanapura,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
1562,2022-06-16,1,8000,300,Carpet Area,"Udayanagar Extension, Mahadevapura",Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
1563,2022-06-22,2,15000,1000,Super Area,"Dwarka Nagar, Kattigenahalli",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
1564,2022-05-23,1,12000,450,Super Area,Btm Layout,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
1565,2022-06-06,1,10000,600,Carpet Area,"Jeevan Bima Nagar, Airport Road",Bangalore,Semi-Furnished,Bachelors,1,Contact Owner
1566,2022-06-23,2,16000,1100,Super Area,"Jaya Nagar Block 7, Jayanagar",Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
1567,2022-06-30,1,11000,400,Super Area,Chamrajpet,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
1568,2022-06-30,2,11000,700,Super Area,"Hosa Road, off Hosur Road",Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
1569,2022-07-04,2,20000,1105,Super Area,"Electronics City Phase 1, Electronic City",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
1570,2022-07-04,3,24000,1430,Super Area,Subramanyapura,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
1571,2022-06-20,2,14500,850,Super Area,K R Puram,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
1572,2022-05-23,1,4000,650,Super Area,Byatarayanapura,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
1573,2022-05-23,2,12000,1200,Super Area,Kempapura Agrahara,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
1574,2022-07-04,2,8500,600,Super Area,Vijayanagar,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
1575,2022-06-26,1,9000,400,Carpet Area,Munnekollal,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
1577,2022-05-06,2,10500,1100,Super Area,"Ananda Puram, Jeevan Bima Nagar",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
1578,2022-05-29,2,12000,900,Super Area,"Electronic City Phase 2, Electronic City",Bangalore,Unfurnished,Bachelors,2,Contact Owner
1579,2022-06-12,3,32000,1300,Super Area,"Hrbr Layout, Kalyan Nagar, Outer Ring Road",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
1580,2022-05-25,2,15000,1000,Super Area,Horamavu kelkkeri road,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner
1581,2022-06-24,3,21000,1000,Carpet Area,"Vishweshwaraiah Layout, Annapurneshwari Nagar",Bangalore,Furnished,Bachelors/Family,3,Contact Owner
1582,2022-06-06,2,12000,900,Carpet Area,Babusapalya,Bangalore,Unfurnished,Bachelors/Family,2,Contact Agent
1583,2022-06-06,1,7000,800,Carpet Area,Babusapalya,Bangalore,Unfurnished,Bachelors/Family,1,Contact Agent
1584,2022-05-12,2,15000,750,Super Area,Hutchins Road,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
1585,2022-05-10,2,11400,1100,Carpet Area,Nisarga capital appartment,Bangalore,Unfurnished,Bachelors,2,Contact Owner
1586,2022-04-28,2,15000,1200,Super Area,"Jp Nagar Phase 1, J P Nagar",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
1587,2022-06-20,2,19000,1000,Carpet Area,"Rbi Layout, J P Nagar",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Agent
1588,2022-07-04,2,27000,1000,Carpet Area,"Hbr Layout Block 4, HBR Layout",Bangalore,Semi-Furnished,Bachelors,2,Contact Agent
1589,2022-05-18,3,48000,2000,Carpet Area,Frazer Town,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Agent
1590,2022-06-04,1,7000,550,Super Area,Chikkalasandra,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
1591,2022-06-12,2,15000,1130,Super Area,whitefield,Bangalore,Unfurnished,Family,2,Contact Owner
1592,2022-06-27,2,10000,600,Super Area,Abbigere,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
1593,2022-05-16,1,7000,100,Carpet Area,Chikkabanavara,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
1594,2022-06-20,2,9000,500,Super Area,"Meenakshi Layout, Kengeri",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
1595,2022-05-10,1,8000,600,Super Area,Rajajinagar,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
1596,2022-05-31,2,35000,1200,Carpet Area,Mahatma Gandhi Road,Bangalore,Semi-Furnished,Bachelors,2,Contact Agent
1597,2022-05-31,2,16000,850,Super Area,Bilekahalli,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
1598,2022-05-27,1,4500,600,Super Area,Madanayakahalli,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
1599,2022-05-23,2,16000,600,Super Area,Sivanchetti Gardens,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
1600,2022-06-23,2,10000,700,Super Area,Nagavara,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
1601,2022-06-20,1,8000,400,Carpet Area,Hebbal,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
1602,2022-05-23,1,6000,400,Super Area,Thammenahalli Apartmentge,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
1603,2022-06-30,2,13000,1000,Carpet Area,Horamavu,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
1604,2022-06-20,2,10000,1200,Super Area,K R Puram,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
1605,2022-05-14,3,55000,1603,Carpet Area,Magadi Road,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Agent
1606,2022-05-14,3,15000,1200,Super Area,Bagalakunte,Bangalore,Semi-Furnished,Family,3,Contact Owner
1607,2022-07-07,1,12000,420,Carpet Area,"Murugeshpalya, Airport Road",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent
1608,2022-07-07,2,9000,1200,Super Area,Gottigere,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
1609,2022-07-07,3,36000,1771,Super Area,Gottigere,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Agent
1610,2022-06-16,3,37000,1200,Super Area,No 309 6th A cross Banashankari 1st stage 2nd block Bangalore 560050,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner
1611,2022-06-23,2,6000,700,Super Area,Ragavendra Industrial Estate,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
1612,2022-05-31,1,17000,610,Super Area,"Jalahalli, Jalahalli, Outer Ring Road",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
1613,2022-05-31,1,8000,800,Super Area,"Dooravani Nagar, Dooravani Nagar",Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
1614,2022-06-21,1,7500,550,Super Area,Hommadevanahalli,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
1615,2022-05-27,2,9500,750,Super Area,"Ms Palya, Vidyaranyapura",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
1616,2022-06-04,2,13500,700,Carpet Area,Mathikere,Bangalore,Semi-Furnished,Bachelors,2,Contact Owner
1617,2022-05-22,1,9000,600,Carpet Area,Ramamurthy Nagar,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
1618,2022-06-20,1,7000,360,Super Area,J P Nagar,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
1619,2022-06-08,2,12000,800,Super Area,"Btm Layout Stage 2, BTM Layout",Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
1621,2022-07-08,2,12000,1200,Super Area,Electronic City,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
1622,2022-06-20,1,8500,480,Super Area,"Prakruthi Township, Hennur",Bangalore,Furnished,Bachelors/Family,1,Contact Owner
1623,2022-07-01,2,18000,1000,Super Area,"M C Layout, Vijayanagar, Magadi Road",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
1624,2022-06-27,1,11000,800,Super Area,"Dr.Shivaram Karanth Nagar, Jakkuru",Bangalore,Semi-Furnished,Family,1,Contact Owner
1625,2022-05-27,3,18000,900,Super Area,Rajajinagar,Bangalore,Furnished,Bachelors/Family,2,Contact Owner
1626,2022-06-20,3,17000,1450,Super Area,Rayasandra,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner
1627,2022-06-20,1,6500,400,Super Area,Rajajinagar,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
1628,2022-05-18,2,11500,700,Super Area,Near coffee board layout,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
1629,2022-05-10,2,22000,1000,Carpet Area,Banaswadi,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Agent
1630,2022-05-16,1,13000,450,Carpet Area,"Lakkasandra, Wilson Garden, bannerghatta main road",Bangalore,Furnished,Bachelors/Family,1,Contact Owner
1631,2022-06-16,3,20000,773,Carpet Area,Mysore Road,Bangalore,Semi-Furnished,Bachelors,2,Contact Agent
1632,2022-05-27,2,10000,1200,Super Area,Kengeri,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
